RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
150162990252113,School,Caldwell Elem Acad of Math & Sci,City of Chicago SD 299,ELEMENTARY,14.9,24.0,4.4,7.0
150162990252118,School,Cameron Elem School,City of Chicago SD 299,ELEMENTARY,14.8,76.0,11.7,60.0
150162990252119,School,Canty Elem School,City of Chicago SD 299,ELEMENTARY,53.9,281.0,49.2,256.0
150162990252120,School,Carnegie Elem School,City of Chicago SD 299,ELEMENTARY,33.6,142.0,21.6,91.0
150162990252122,School,Carroll Elem School,City of Chicago SD 299,ELEMENTARY,22.9,76.0,10.8,36.0
150162990252123,School,Carter Elem School,City of Chicago SD 299,ELEMENTARY,13.5,33.0,11.8,29.0
150162990252126,School,Cassell Elem School,City of Chicago SD 299,ELEMENTARY,35.2,96.0,33.0,90.0
150162990252127,School,Cather Elem School,City of Chicago SD 299,ELEMENTARY,7.3,18.0,7.5,18.0
150162990252128,School,Chalmers Elem Specialty School,City of Chicago SD 299,ELEMENTARY,4.1,8.0,2.0,4.0
150162990252129,School,Chappell Elem School,City of Chicago SD 299,ELEMENTARY,48.7,150.0,39.0,120.0
150162990252130,School,Chase Elem School,City of Chicago SD 299,ELEMENTARY,24.8,55.0,20.3,45.0
150162990252132,School,Clay Elem School,City of Chicago SD 299,ELEMENTARY,15.8,61.0,13.2,51.0
150162990252133,School,Cleveland Elem School,City of Chicago SD 299,ELEMENTARY,31.2,98.0,15.0,47.0
150162990252134,School,Clinton Elem School,City of Chicago SD 299,ELEMENTARY,22.9,172.0,30.4,229.0
150162990252135,School,Clissold Elem School,City of Chicago SD 299,ELEMENTARY,26.1,91.0,23.8,83.0
150162990252136,School,Coles Elem Language Academy,City of Chicago SD 299,ELEMENTARY,12.2,32.0,21.4,56.0
150162990252138,School,Columbus Elem School,City of Chicago SD 299,ELEMENTARY,46.5,80.0,34.3,59.0
150162990252139,School,Cook Elem School,City of Chicago SD 299,ELEMENTARY,18.9,41.0,4.2,9.0
150162990252141,School,Coonley Elem School,City of Chicago SD 299,ELEMENTARY,64.5,378.0,60.4,354.0
150162990252142,School,Cooper Elem Dual Language Academy,City of Chicago SD 299,ELEMENTARY,22.2,40.0,26.7,48.0
150162990252145,School,Corkery Elem School,City of Chicago SD 299,ELEMENTARY,20.2,58.0,13.0,37.0
150162990252147,School,Crown Elem Comm Acd Fine Arts Ctr,City of Chicago SD 299,ELEMENTARY,5.3,7.0,6.2,8.0
150162990252148,School,Darwin Elem School,City of Chicago SD 299,ELEMENTARY,13.1,42.0,12.1,39.0
150162990252149,School,Davis N Elem School,City of Chicago SD 299,ELEMENTARY,15.1,62.0,11.7,50.0
150162990252150,School,Dawes Elem School,City of Chicago SD 299,ELEMENTARY,27.8,177.0,26.8,171.0
150162990252153,School,Deneen Elem School,City of Chicago SD 299,ELEMENTARY,9.6,31.0,6.7,21.0
150162990252154,School,Dett Elem School,City of Chicago SD 299,ELEMENTARY,4.6,8.0,3.4,6.0
150162990252155,School,Chopin Elem School,City of Chicago SD 299,ELEMENTARY,10.7,25.0,12.9,30.0
150162990252158,School,Dever Elem School,City of Chicago SD 299,ELEMENTARY,35.8,183.0,34.7,177.0
150162990252159,School,Dewey Elem Academy of Fine Arts,City of Chicago SD 299,ELEMENTARY,13.5,27.0,11.5,23.0
150162990252160,School,Disney Elem Magnet School,City of Chicago SD 299,ELEMENTARY,57.7,498.0,48.4,418.0
150162990252161,School,Dixon Elem School,City of Chicago SD 299,ELEMENTARY,38.8,167.0,27.5,118.0
150162990252167,School,Dore Elem School,City of Chicago SD 299,ELEMENTARY,38.7,179.0,32.0,148.0
150162990252169,School,Drake Elem School,City of Chicago SD 299,ELEMENTARY,11.4,21.0,6.0,11.0
150162990252172,School,Drummond Elem School,City of Chicago SD 299,ELEMENTARY,34.9,55.0,26.6,42.0
150162990252173,School,Dubois Elem School,City of Chicago SD 299,ELEMENTARY,16.3,21.0,7.8,10.0
150162990252175,School,Dulles Elem School,City of Chicago SD 299,ELEMENTARY,6.0,25.0,3.9,16.0
150162990252177,School,Dunne Technology Acad Elem Sch,City of Chicago SD 299,ELEMENTARY,26.1,35.0,14.9,20.0
150162990252179,School,Dvorak Technology Acad Elem Sch,City of Chicago SD 299,ELEMENTARY,11.2,23.0,7.8,16.0
150162990252180,School,Earle Elem School,City of Chicago SD 299,ELEMENTARY,10.2,19.0,10.1,19.0
150162990252181,School,Eberhart Elem School,City of Chicago SD 299,ELEMENTARY,18.2,165.0,11.7,105.0
150162990252182,School,Ebinger Elem School,City of Chicago SD 299,ELEMENTARY,69.6,376.0,58.9,318.0
150162990252183,School,Edgebrook Elem School,City of Chicago SD 299,ELEMENTARY,62.2,198.0,50.0,159.0
150162990252184,School,Edison Elem Regional Gifted Cntr,City of Chicago SD 299,ELEMENTARY,92.2,165.0,91.6,163.0
150162990252185,School,Edwards Elem School,City of Chicago SD 299,ELEMENTARY,19.4,178.0,17.5,161.0
150162990252187,School,Ellington Elem School,City of Chicago SD 299,ELEMENTARY,14.9,45.0,10.2,31.0
150162990252190,School,Ericson Elem Scholastic Academy,City of Chicago SD 299,ELEMENTARY,16.7,45.0,16.2,44.0
150162990252191,School,Esmond Elem School,City of Chicago SD 299,ELEMENTARY,16.6,30.0,10.7,19.0
150162990252192,School,Everett Elem School,City of Chicago SD 299,ELEMENTARY,40.0,24.0,36.7,22.0
150162990252193,School,Evers Elem School,City of Chicago SD 299,ELEMENTARY,16.2,30.0,10.8,20.0
150162990252194,School,Falconer Elem School,City of Chicago SD 299,ELEMENTARY,18.7,118.0,16.0,101.0
150162990252195,School,Faraday Elem School,City of Chicago SD 299,ELEMENTARY,7.7,11.0,9.4,13.0
150162990252198,School,Farnsworth Elem School,City of Chicago SD 299,ELEMENTARY,32.6,97.0,44.3,132.0
150162990252202,School,Fernwood Elem School,City of Chicago SD 299,ELEMENTARY,27.4,49.0,21.2,38.0
150162990252203,School,Field Elem School,City of Chicago SD 299,ELEMENTARY,11.3,18.0,6.9,11.0
150162990252204,School,Fiske Elem School,City of Chicago SD 299,ELEMENTARY,8.2,20.0,3.3,8.0
150162990252206,School,Fort Dearborn Elem School,City of Chicago SD 299,ELEMENTARY,10.7,25.0,6.8,16.0
150162990252207,School,Franklin Elem Fine Arts Center,City of Chicago SD 299,ELEMENTARY,35.7,75.0,30.0,63.0
150162990252209,School,Fuller Elem School,City of Chicago SD 299,ELEMENTARY,10.2,30.0,12.0,35.0
150162990252210,School,Fulton Elem School,City of Chicago SD 299,ELEMENTARY,11.2,27.0,12.9,31.0
150162990252211,School,Funston Elem School,City of Chicago SD 299,ELEMENTARY,11.2,28.0,9.9,25.0
150162990252212,School,Gale Elem Community Academy,City of Chicago SD 299,ELEMENTARY,6.3,12.0,5.3,10.0
150162990252213,School,Gallistel Elem Language Academy,City of Chicago SD 299,ELEMENTARY,18.3,84.0,16.6,76.0
150162990252214,School,Garvy  J Elem School,City of Chicago SD 299,ELEMENTARY,44.8,248.0,41.7,230.0
150162990252215,School,Gary Elem School,City of Chicago SD 299,ELEMENTARY,24.4,240.0,17.3,170.0
150162990252220,School,Goethe Elem School,City of Chicago SD 299,ELEMENTARY,30.6,129.0,27.6,116.0
150162990252222,School,Owens Community Academy ES,City of Chicago SD 299,ELEMENTARY,6.1,12.0,7.7,15.0
150162990252223,School,Goudy Technology Academy,City of Chicago SD 299,ELEMENTARY,32.2,145.0,33.7,152.0
150162990252224,School,Graham  A Elem School,City of Chicago SD 299,ELEMENTARY,21.7,59.0,9.9,27.0
150162990252226,School,Gray Elem School,City of Chicago SD 299,ELEMENTARY,27.4,211.0,26.4,203.0
150162990252227,School,Greeley Elem School,City of Chicago SD 299,ELEMENTARY,45.6,165.0,43.2,156.0
150162990252229,School,Greene N Elem School,City of Chicago SD 299,ELEMENTARY,28.8,66.0,18.3,42.0
150162990252230,School,Gregory Math & Sci Elem Academy,City of Chicago SD 299,ELEMENTARY,8.7,18.0,7.8,16.0
150162990252231,School,Gresham Elem School,City of Chicago SD 299,ELEMENTARY,15.5,30.0,8.2,16.0
150162990252232,School,Grimes Elem School,City of Chicago SD 299,ELEMENTARY,29.2,89.0,30.2,92.0
150162990252235,School,Haines Elem School,City of Chicago SD 299,ELEMENTARY,51.7,249.0,59.9,288.0
150162990252236,School,Gillespie Elem School,City of Chicago SD 299,ELEMENTARY,20.0,54.0,3.7,10.0
150162990252239,School,Hale Elem School,City of Chicago SD 299,ELEMENTARY,29.3,180.0,27.5,169.0
150162990252240,School,Hamilton Elem School,City of Chicago SD 299,ELEMENTARY,43.1,129.0,45.1,135.0
150162990252241,School,Hamline Elem School,City of Chicago SD 299,ELEMENTARY,9.5,32.0,8.6,29.0
150162990252242,School,Hammond Elem School,City of Chicago SD 299,ELEMENTARY,17.5,42.0,9.2,22.0
150162990252244,School,Bret Harte Elem School,City of Chicago SD 299,ELEMENTARY,25.9,53.0,19.9,41.0
150162990252246,School,Harvard Elem School,City of Chicago SD 299,ELEMENTARY,9.7,25.0,4.7,12.0
150162990252247,School,Haugan Elem School,City of Chicago SD 299,ELEMENTARY,27.1,139.0,20.7,106.0
150162990252249,School,Hawthorne Elem Scholastic Academy,City of Chicago SD 299,ELEMENTARY,70.6,266.0,74.5,281.0
150162990252252,School,Hayt Elem School,City of Chicago SD 299,ELEMENTARY,34.9,213.0,29.9,182.0
150162990252254,School,Healy Elem School,City of Chicago SD 299,ELEMENTARY,52.5,510.0,62.2,605.0
150162990252255,School,Hearst Elem School,City of Chicago SD 299,ELEMENTARY,12.0,23.0,14.4,27.0
150162990252256,School,Hedges Elem School,City of Chicago SD 299,ELEMENTARY,13.0,52.0,7.8,31.0
150162990252257,School,Hefferan Elem School,City of Chicago SD 299,ELEMENTARY,23.5,48.0,13.6,28.0
150162990252258,School,Henderson Elem School,City of Chicago SD 299,ELEMENTARY,9.0,16.0,5.7,10.0
150162990252259,School,Hendricks Elem Community Academy,City of Chicago SD 299,ELEMENTARY,19.8,24.0,15.8,19.0
150162990252260,School,Henry Elem School,City of Chicago SD 299,ELEMENTARY,19.4,61.0,21.7,68.0
150162990252263,School,Herzl Elem School,City of Chicago SD 299,ELEMENTARY,4.3,12.0,6.9,19.0
150162990252265,School,Hibbard Elem School,City of Chicago SD 299,ELEMENTARY,23.8,117.0,26.4,130.0
150162990252266,School,Higgins Elem Community Academy,City of Chicago SD 299,ELEMENTARY,22.4,38.0,7.2,12.0
150162990252267,School,King Academy of Social Justice,City of Chicago SD 299,ELEMENTARY,5.8,8.0,5.1,7.0
150162990252268,School,Hitch Elem School,City of Chicago SD 299,ELEMENTARY,27.0,96.0,27.6,98.0
150162990252269,School,Holden Elem School,City of Chicago SD 299,ELEMENTARY,31.0,98.0,37.0,117.0
150162990252270,School,Holmes Elem School,City of Chicago SD 299,ELEMENTARY,6.1,5.0,2.4,2.0
150162990252273,School,Howe Elem School,City of Chicago SD 299,ELEMENTARY,4.7,14.0,3.0,9.0
150162990252275,School,Hoyne Elem School,City of Chicago SD 299,ELEMENTARY,28.7,51.0,26.0,46.0
150162990252276,School,Hughes  C Elem School,City of Chicago SD 299,ELEMENTARY,8.9,14.0,11.4,18.0
150162990252280,School,Hurley Elem School,City of Chicago SD 299,ELEMENTARY,27.2,156.0,25.3,145.0
150162990252281,School,Irving Elem School,City of Chicago SD 299,ELEMENTARY,8.4,20.0,5.9,14.0
150162990252283,School,Jackson A Elem Language Acad,City of Chicago SD 299,ELEMENTARY,51.0,176.0,36.8,127.0
150162990252284,School,Jahn Elem School,City of Chicago SD 299,ELEMENTARY,31.8,50.0,16.1,25.0
150162990252285,School,Jamieson Elem School,City of Chicago SD 299,ELEMENTARY,39.3,210.0,39.6,212.0
150162990252288,School,Jensen Elem Scholastic Academy,City of Chicago SD 299,ELEMENTARY,8.5,22.0,5.4,14.0
150162990252289,School,Pilsen Elem Community Academy,City of Chicago SD 299,ELEMENTARY,8.4,17.0,8.9,18.0
150162990252290,School,Johnson Elem School,City of Chicago SD 299,ELEMENTARY,10.8,30.0,8.3,23.0
150162990252292,School,Jungman Elem School,City of Chicago SD 299,ELEMENTARY,29.6,42.0,20.4,29.0
150162990252293,School,Kellogg Elem School,City of Chicago SD 299,ELEMENTARY,46.7,85.0,31.3,56.0
150162990252294,School,Kershaw Elem School,City of Chicago SD 299,ELEMENTARY,15.1,21.0,6.6,9.0
150162990252296,School,Kilmer Elem School,City of Chicago SD 299,ELEMENTARY,23.3,109.0,15.6,73.0
150162990252299,School,Kinzie Elem School,City of Chicago SD 299,ELEMENTARY,63.2,265.0,42.2,177.0
150162990252300,School,Kipling Elem School,City of Chicago SD 299,ELEMENTARY,30.7,61.0,12.6,25.0
150162990252303,School,Lozano Elem Bilingual & Intl Ctr,City of Chicago SD 299,ELEMENTARY,15.4,16.0,13.5,14.0
150162990252304,School,Kozminski Elem Community Academy,City of Chicago SD 299,ELEMENTARY,8.2,11.0,9.8,13.0
150162990252306,School,LaSalle Elem Language Academy,City of Chicago SD 299,ELEMENTARY,47.4,163.0,39.9,137.0
150162990252309,School,Lawndale Elem Community Academy,City of Chicago SD 299,ELEMENTARY,3.9,5.0,0.8,1.0
150162990252311,School,Lewis Elem School,City of Chicago SD 299,ELEMENTARY,13.1,39.0,10.1,30.0
150162990252313,School,Libby Elem School,City of Chicago SD 299,ELEMENTARY,17.1,37.0,14.0,30.0
150162990252314,School,Lincoln Elem School,City of Chicago SD 299,ELEMENTARY,79.7,510.0,72.8,466.0
150162990252315,School,Linne Elem School,City of Chicago SD 299,ELEMENTARY,29.6,113.0,29.9,114.0
150162990252316,School,Lloyd Elem School,City of Chicago SD 299,ELEMENTARY,20.9,95.0,17.6,80.0
150162990252317,School,Locke  J Elem School,City of Chicago SD 299,ELEMENTARY,25.7,204.0,17.8,141.0
150162990252319,School,Lovett Elem School,City of Chicago SD 299,ELEMENTARY,14.1,30.0,12.2,26.0
150162990252321,School,Lowell Elem School,City of Chicago SD 299,ELEMENTARY,16.7,37.0,9.6,21.0
150162990252323,School,Lyon Elem School,City of Chicago SD 299,ELEMENTARY,31.4,316.0,28.9,291.0
150162990252324,School,Madison Elem School,City of Chicago SD 299,ELEMENTARY,11.5,17.0,8.2,12.0
150162990252326,School,Manierre Elem School,City of Chicago SD 299,ELEMENTARY,11.7,21.0,7.3,13.0
150162990252328,School,Mann Elem School,City of Chicago SD 299,ELEMENTARY,8.5,19.0,10.9,24.0
150162990252330,School,Marquette Elem School,City of Chicago SD 299,ELEMENTARY,17.1,123.0,17.6,127.0
150162990252331,School,Marsh Elem School,City of Chicago SD 299,ELEMENTARY,19.8,101.0,20.4,104.0
150162990252334,School,Mason Elem School,City of Chicago SD 299,ELEMENTARY,11.1,25.0,8.1,18.0
150162990252337,School,Mayer Elem School,City of Chicago SD 299,ELEMENTARY,70.4,276.0,62.0,243.0
150162990252339,School,McClellan Elem School,City of Chicago SD 299,ELEMENTARY,25.0,44.0,26.3,47.0
150162990252341,School,McCormick Elem School,City of Chicago SD 299,ELEMENTARY,19.4,56.0,10.3,30.0
150162990252344,School,McCutcheon Elem School,City of Chicago SD 299,ELEMENTARY,26.5,53.0,20.2,40.0
150162990252345,School,McDade Elem Classical School,City of Chicago SD 299,ELEMENTARY,80.3,87.0,83.1,90.0
150162990252346,School,McKay Elem School,City of Chicago SD 299,ELEMENTARY,14.4,67.0,11.3,52.0
150162990252349,School,McPherson Elem School,City of Chicago SD 299,ELEMENTARY,31.5,119.0,20.1,76.0
150162990252352,School,Melody Elem School,City of Chicago SD 299,ELEMENTARY,6.1,14.0,3.5,8.0
150162990252353,School,Mitchell Elem School,City of Chicago SD 299,ELEMENTARY,52.1,139.0,40.4,108.0
150162990252354,School,Mollison Elem School,City of Chicago SD 299,ELEMENTARY,6.2,12.0,3.6,7.0
150162990252355,School,Monroe Elem School,City of Chicago SD 299,ELEMENTARY,13.5,69.0,14.2,73.0
150162990252356,School,Moos Elem School,City of Chicago SD 299,ELEMENTARY,17.1,49.0,11.5,33.0
150162990252357,School,Morrill Elem Math & Sci School,City of Chicago SD 299,ELEMENTARY,15.5,66.0,7.5,32.0
150162990252358,School,Inter-American Elem Magnet School,City of Chicago SD 299,ELEMENTARY,41.3,145.0,35.3,124.0
150162990252361,School,Mount Greenwood Elem School,City of Chicago SD 299,ELEMENTARY,68.2,519.0,63.8,485.0
150162990252362,School,Mount Vernon Elem School,City of Chicago SD 299,ELEMENTARY,11.6,20.0,5.2,9.0
150162990252363,School,Mozart Elem School,City of Chicago SD 299,ELEMENTARY,16.3,66.0,14.1,57.0
150162990252365,School,Murphy Elem School,City of Chicago SD 299,ELEMENTARY,27.4,93.0,24.0,81.0
150162990252366,School,Murray Elem Language Academy,City of Chicago SD 299,ELEMENTARY,32.0,102.0,15.8,50.0
150162990252367,School,Brown R Elem Community Acad,City of Chicago SD 299,ELEMENTARY,31.3,67.0,12.0,26.0
150162990252368,School,Nash Elem School,City of Chicago SD 299,ELEMENTARY,5.2,8.0,1.3,2.0
150162990252369,School,Neil Elem School,City of Chicago SD 299,ELEMENTARY,15.3,21.0,7.2,10.0
150162990252370,School,Nettelhorst Elem School,City of Chicago SD 299,ELEMENTARY,44.9,190.0,43.1,182.0
150162990252371,School,Newberry Elem Math & Science Acad,City of Chicago SD 299,ELEMENTARY,36.3,118.0,31.6,101.0
150162990252372,School,Carver Primary School,City of Chicago SD 299,ELEMENTARY,10.6,25.0,6.0,14.0
150162990252373,School,Nightingale Elem School,City of Chicago SD 299,ELEMENTARY,18.6,148.0,16.8,133.0
150162990252374,School,Nixon Elem School,City of Chicago SD 299,ELEMENTARY,14.2,64.0,16.8,76.0
150162990252375,School,Nobel Elem School,City of Chicago SD 299,ELEMENTARY,23.5,114.0,25.4,123.0
150162990252376,School,Norwood Park Elem School,City of Chicago SD 299,ELEMENTARY,55.9,161.0,57.6,163.0
150162990252380,School,Ogden Elem School,City of Chicago SD 299,ELEMENTARY,32.1,256.0,31.7,250.0
150162990252381,School,Oglesby Elem School,City of Chicago SD 299,ELEMENTARY,5.1,15.0,2.4,7.0
150162990252382,School,OKeeffe Elem School,City of Chicago SD 299,ELEMENTARY,9.1,36.0,7.4,29.0
150162990252383,School,Onahan Elem School,City of Chicago SD 299,ELEMENTARY,42.5,174.0,39.7,161.0
150162990252384,School,Oriole Park Elem School,City of Chicago SD 299,ELEMENTARY,59.3,275.0,52.9,245.0
150162990252385,School,Piccolo Elem Specialty School,City of Chicago SD 299,ELEMENTARY,7.7,29.0,8.7,33.0
150162990252386,School,Otis Elem School,City of Chicago SD 299,ELEMENTARY,12.3,29.0,13.7,31.0
150162990252387,School,OToole Elem School,City of Chicago SD 299,ELEMENTARY,6.1,13.0,9.5,20.0
150162990252389,School,Owen Elem Scholastic Academy,City of Chicago SD 299,ELEMENTARY,43.2,73.0,19.5,33.0
150162990252391,School,Palmer Elem School,City of Chicago SD 299,ELEMENTARY,40.0,189.0,30.1,142.0
150162990252392,School,Parker Elem Community Academy,City of Chicago SD 299,ELEMENTARY,9.5,24.0,3.6,9.0
150162990252394,School,Park Manor Elem School,City of Chicago SD 299,ELEMENTARY,16.2,27.0,10.8,18.0
150162990252395,School,Parkside Elem Community Academy,City of Chicago SD 299,ELEMENTARY,8.6,15.0,7.6,13.0
150162990252396,School,Pasteur Elem School,City of Chicago SD 299,ELEMENTARY,33.7,90.0,29.6,79.0
150162990252398,School,Peck Elem School,City of Chicago SD 299,ELEMENTARY,32.5,99.0,31.8,97.0
150162990252399,School,Peirce Elem Intl Studies School,City of Chicago SD 299,ELEMENTARY,35.1,215.0,26.8,164.0
150162990252400,School,Penn Elem School,City of Chicago SD 299,ELEMENTARY,11.0,17.0,10.3,16.0
150162990252401,School,Washington  H Elem School,City of Chicago SD 299,ELEMENTARY,9.9,21.0,4.3,9.0
150162990252402,School,Pershing Elem Humanities Magnet,City of Chicago SD 299,ELEMENTARY,24.9,93.0,16.3,61.0
150162990252403,School,Peterson Elem School,City of Chicago SD 299,ELEMENTARY,25.7,137.0,27.9,149.0
150162990252404,School,Pickard Elem School,City of Chicago SD 299,ELEMENTARY,23.2,65.0,25.1,69.0
150162990252405,School,Pirie Elem Fine Arts & Academic C,City of Chicago SD 299,ELEMENTARY,19.7,30.0,11.3,17.0
150162990252406,School,Plamondon Elem School,City of Chicago SD 299,ELEMENTARY,32.6,31.0,18.9,18.0
150162990252409,School,Portage Park Elem School,City of Chicago SD 299,ELEMENTARY,31.5,182.0,23.9,137.0
150162990252410,School,Prescott Elem School,City of Chicago SD 299,ELEMENTARY,59.1,163.0,54.7,151.0
150162990252412,School,Prussing Elem School,City of Chicago SD 299,ELEMENTARY,32.2,153.0,28.0,133.0
150162990252413,School,Pulaski Intl Sch of Chicago,City of Chicago SD 299,ELEMENTARY,42.6,224.0,40.4,212.0
150162990252414,School,Pullman Elem School,City of Chicago SD 299,ELEMENTARY,15.1,37.0,10.6,26.0
150162990252416,School,Ravenswood Elem School,City of Chicago SD 299,ELEMENTARY,60.9,198.0,50.0,162.0
150162990252417,School,Ray Elem School,City of Chicago SD 299,ELEMENTARY,26.5,102.0,27.6,106.0
150162990252419,School,Reavis Elem Math & Sci Spec Schl,City of Chicago SD 299,ELEMENTARY,10.8,15.0,13.6,19.0
150162990252421,School,Reilly Elem School,City of Chicago SD 299,ELEMENTARY,18.8,102.0,16.5,89.0
150162990252422,School,Reinberg Elem School,City of Chicago SD 299,ELEMENTARY,32.8,149.0,24.2,110.0
150162990252423,School,Revere Elem School,City of Chicago SD 299,ELEMENTARY,2.9,4.0,4.4,6.0
150162990252426,School,Rogers Elem School,City of Chicago SD 299,ELEMENTARY,43.9,209.0,40.1,190.0
150162990252428,School,Ruggles Elem School,City of Chicago SD 299,ELEMENTARY,8.7,24.0,9.5,26.0
150162990252429,School,Ryder Elem Math & Sci Spec School,City of Chicago SD 299,ELEMENTARY,11.6,25.0,8.3,18.0
